Fecha,Pozo,Dias,Qo mes (b),Qo prom. mes(bd),Qg mes (MMpc),Qg prom. mes (MMpcd),Qw mes (b),Qw prom. mes (bd),Fw (%),RGA (m3/m3),Días de Operación
01/12/2005,MOLOACÁN-355,31,405.43,13.08,0.20,0.01,378.83,12.22,48.30,85.78,30
01/12/2005,MOLOACÁN-357,31,366.73,11.83,0.20,0.01,27.13,0.88,6.89,97.55,31
01/12/2005,MOLOACÁN-359,31,550.10,17.75,0.10,0.00,70.85,2.29,11.41,32.52,31
01/12/2005,MOLOACÁN-367,31,206.84,6.67,0.11,0.00,0.00,0.00,0.00,98.19,31
01/12/2005,MOLOACÁN-370,31,361.44,11.66,0.20,0.01,15.11,0.49,4.01,97.76,31
01/12/2005,MOLOACÁN-375,31,366.73,11.83,0.20,0.01,228.89,7.38,38.43,97.55,31
01/12/2005,MOLOACÁN-376,31,342.29,11.04,0.29,0.01,484.56,15.63,58.60,150.08,31
01/12/2005,MOLOACÁN-385,31,321.76,10.38,0.18,0.01,261.06,8.42,44.79,97.50,24
01/12/2005,MOLOACÁN-387,31,413.68,13.34,0.34,0.01,310.97,10.03,42.91,147.28,31
01/12/2005,MOLOACÁN-388,31,366.73,11.83,0.20,0.01,106.27,3.43,22.47,97.55,31
01/12/2005,MOLOACÁN-395,31,366.73,11.83,0.10,0.00,283.39,9.14,43.59,48.77,31
01/12/2005,MOLOACÁN-396,31,550.10,17.75,0.30,0.01,343.34,11.08,38.43,97.55,31
01/12/2005,MOLOACÁN-4,31,206.84,6.67,0.11,0.00,99.96,3.22,32.58,98.19,31
01/12/2005,MOLOACÁN-406,31,366.73,11.83,0.10,0.00,106.27,3.43,22.47,48.77,31
01/12/2005,MOLOACÁN-408,31,183.91,5.93,0.10,0.00,141.00,4.55,43.40,97.80,31
01/12/2005,MOLOACÁN-414,31,206.84,6.67,0.11,0.00,104.78,3.38,33.62,98.19,31
01/12/2005,MOLOACÁN-416,31,413.68,13.34,0.23,0.01,51.83,1.67,11.13,98.19,31
01/12/2005,MOLOACÁN-421,31,183.37,5.92,0.10,0.00,11.19,0.36,5.75,97.55,31
01/12/2005,MOLOACÁN-431,31,206.84,6.67,0.23,0.01,544.20,17.55,72.46,196.38,31
01/12/2005,MOLOACÁN-432,31,366.73,11.83,0.10,0.00,75.02,2.42,16.98,48.77,31
01/12/2005,MOLOACÁN-435,31,366.73,11.83,0.10,0.00,22.37,0.72,5.75,48.77,31
01/12/2005,MOLOACÁN-437,31,183.37,5.92,0.10,0.00,53.14,1.71,22.47,97.55,31
01/12/2005,MOLOACÁN-440,31,206.84,6.67,0.23,0.01,99.96,3.22,32.58,196.38,31
01/12/2005,MOLOACÁN-442,31,795.01,25.65,0.33,0.01,195.31,6.30,19.72,73.14,31
01/12/2005,MOLOACÁN-454,31,413.68,13.34,0.23,0.01,310.97,10.03,42.91,98.19,31
01/12/2005,MOLOACÁN-459,31,241.58,7.79,0.13,0.00,93.80,3.03,27.97,97.15,20
01/12/2005,MOLOACÁN-461,31,29.93,0.97,0.01,0.00,29.30,0.95,49.47,87.35,2
01/12/2005,MOLOACÁN-462,31,620.53,20.02,0.57,0.02,699.69,22.57,53.00,163.65,31
01/12/2005,MOLOACÁN-466,31,367.06,11.84,0.10,0.00,47.07,1.52,11.37,48.84,31
01/12/2005,MOLOACÁN-468,31,183.37,5.92,0.10,0.00,91.09,2.94,33.19,97.55,31
01/12/2005,MOLOACÁN-472,31,183.37,5.92,0.10,0.00,91.09,2.94,33.19,97.55,31
01/12/2005,MOLOACÁN-474,31,183.37,5.92,0.10,0.00,13.57,0.44,6.89,97.55,31
01/12/2005,MOLOACÁN-475,31,331.27,10.69,0.18,0.01,95.26,3.07,22.33,97.65,31
01/12/2005,MOLOACÁN-483,31,413.68,13.34,0.34,0.01,310.97,10.03,42.91,147.28,31
01/12/2005,MOLOACÁN-485,31,206.84,6.67,0.11,0.00,155.49,5.02,42.91,98.19,31
01/12/2005,MOLOACÁN-5,31,498.92,16.09,0.15,0.00,28.29,0.91,5.37,52.38,31
01/12/2005,MOLOACÁN-503,31,412.29,13.30,0.11,0.00,45.59,1.47,9.96,49.15,31
01/12/2005,MOLOACÁN-511,31,413.68,13.34,0.23,0.01,905.48,29.21,68.64,98.19,31
01/12/2005,MOLOACÁN-513,31,620.53,20.02,0.23,0.01,299.87,9.67,32.58,65.46,31
01/12/2005,MOLOACÁN-514,31,206.14,6.65,0.11,0.00,98.77,3.19,32.39,98.30,31
01/12/2005,MOLOACÁN-518,31,257.85,8.32,0.11,0.00,191.93,6.19,42.67,75.86,30
01/12/2005,MOLOACÁN-524,31,206.84,6.67,0.11,0.00,296.84,9.58,58.93,98.19,31
01/12/2005,MOLOACÁN-589,31,200.12,6.46,0.11,0.00,39.66,1.28,16.54,98.13,30
01/12/2005,MOLOACÁN-617,31,237.04,7.65,0.09,0.00,117.56,3.79,33.15,64.43,13
01/12/2005,MOLOACÁN-620,31,366.73,11.83,0.20,0.01,47.23,1.52,11.41,97.55,31
01/12/2005,MOLOACÁN-624,31,550.10,17.75,0.20,0.01,139.97,4.52,20.28,65.03,31
01/12/2005,MOLOACÁN-625,31,183.37,5.92,0.10,0.00,91.09,2.94,33.19,97.55,31
01/12/2005,MOLOACÁN-626,31,366.73,11.83,0.10,0.00,106.27,3.43,22.47,48.77,31
01/12/2005,MOLOACÁN-628,31,366.73,11.83,0.10,0.00,165.31,5.33,31.07,48.77,31
01/12/2005,MOLOACÁN-633,31,183.37,5.92,0.10,0.00,53.14,1.71,22.47,97.55,31
01/12/2005,MOLOACÁN-637,31,733.46,23.66,0.10,0.00,457.78,14.77,38.43,24.39,31
01/12/2005,MOLOACÁN-638,31,183.37,5.92,0.20,0.01,212.54,6.86,53.68,195.09,31
01/12/2005,MOLOACÁN-640,31,366.73,11.83,0.20,0.01,182.18,5.88,33.19,97.55,31
01/12/2005,MOLOACÁN-641,31,183.37,5.92,0.10,0.00,91.09,2.94,33.19,97.55,31
01/12/2005,MOLOACÁN-646,31,183.37,5.92,0.10,0.00,11.19,0.36,5.75,97.55,31
01/12/2005,MOLOACÁN-648,31,281.55,9.08,0.15,0.00,81.47,2.63,22.44,97.49,24
01/12/2005,MOLOACÁN-667,31,183.37,5.92,0.10,0.00,37.51,1.21,16.98,97.55,31
01/12/2005,MOLOACÁN-680,31,326.06,10.52,0.18,0.01,0.00,0.00,0.00,97.21,18
01/12/2005,MOLOACÁN-683,31,550.10,17.75,0.30,0.01,880.53,28.40,61.55,97.55,31
01/12/2005,MOLOACÁN-689,31,221.28,7.14,0.12,0.00,44.96,1.45,16.89,98.32,19
01/12/2005,MOLOACÁN-690,31,153.41,4.95,0.08,0.00,415.04,13.39,73.01,98.00,26
01/12/2005,MOLOACÁN-694,31,153.41,4.95,0.08,0.00,266.81,8.61,63.49,98.00,26
01/12/2005,MOLOACÁN-699,31,183.37,5.92,0.10,0.00,82.66,2.67,31.07,97.55,31
01/12/2005,MOLOACÁN-701,31,366.73,11.83,0.20,0.01,106.27,3.43,22.47,97.55,31
01/12/2005,MOLOACÁN-713,31,265.89,8.58,0.12,0.00,11.72,0.38,4.22,79.87,18
01/12/2005,MOLOACÁN-801,31,337.41,10.88,0.19,0.01,545.10,17.58,61.77,97.88,28
01/12/2005,MOLOACÁN-802,31,572.89,18.48,0.42,0.01,759.71,24.51,57.01,130.59,31
01/12/2005,MOLOACÁN-803,31,190.96,6.16,0.21,0.01,621.58,20.05,76.50,195.88,31
01/12/2005,MOLOACÁN-804,31,190.96,6.16,0.11,0.00,169.52,5.47,47.03,97.94,31
01/12/2005,MOLOACÁN-806,31,190.96,6.16,0.11,0.00,207.19,6.68,52.04,97.94,31
01/12/2005,MOLOACÁN-812,31,381.93,12.32,0.42,0.01,339.04,10.94,47.03,195.88,31
01/12/2005,MOLOACÁN-816,31,535.15,17.26,0.49,0.02,"1,360.27",43.88,71.77,163.58,29
01/12/2005,MOLOACÁN-822,31,378.33,12.20,0.21,0.01,609.77,19.67,61.71,98.22,30
01/12/2005,MOLOACÁN-823,31,190.96,6.16,0.11,0.00,483.45,15.60,71.68,97.94,31
01/12/2005,MOLOACÁN-842,31,412.76,13.31,0.23,0.01,290.21,9.36,41.28,97.82,17
01/12/2005,MOLOACÁN-856,31,530.31,17.11,0.19,0.01,190.01,6.13,26.38,64.57,29
01/12/2005,MOLOACÁN-857,31,315.05,10.16,0.17,0.01,61.36,1.98,16.30,98.81,31
01/12/2005,MOLOACÁN-861,31,171.19,5.52,0.10,0.00,557.00,17.97,76.49,98.92,28
01/12/2005,MOLOACÁN-863,31,381.93,12.32,0.32,0.01,276.26,8.91,41.97,146.91,31
01/12/2005,MOLOACÁN-891,31,206.84,6.67,0.11,0.00,14.89,0.48,6.71,98.19,31
01/12/2005,MOLOACÁN-893,31,405.19,13.07,0.33,0.01,245.92,7.93,37.77,146.95,31
01/12/2005,MOLOACÁN-979,31,283.57,9.15,0.16,0.01,100.67,3.25,26.20,97.38,24
01/01/2006,MOLOACÁN-1004,31,148.13,4.78,0.09,0.00,74.84,2.41,33.57,104.75,26
01/01/2006,MOLOACÁN-102D,31,184.58,5.95,0.11,0.00,144.09,4.65,43.84,101.92,30
01/01/2006,MOLOACÁN-112,31,379.34,12.24,0.11,0.00,49.69,1.60,11.58,50.90,31
01/01/2006,MOLOACÁN-121,31,189.67,6.12,0.11,0.00,30.49,0.98,13.85,101.81,31
01/01/2006,MOLOACÁN-1400,31,352.08,11.36,0.21,0.01,73.35,2.37,17.24,104.84,31
01/01/2006,MOLOACÁN-186,31,758.68,24.47,0.22,0.01,47.08,1.52,5.84,50.90,31
01/01/2006,MOLOACÁN-313,31,184.88,5.96,0.10,0.00,627.58,20.24,77.24,98.19,31
01/01/2006,MOLOACÁN-315,31,184.88,5.96,0.10,0.00,89.65,2.89,32.66,98.19,31
01/01/2006,MOLOACÁN-316,31,184.88,5.96,0.10,0.00,98.44,3.18,34.75,98.19,31
01/01/2006,MOLOACÁN-319,31,184.88,5.96,0.10,0.00,89.65,2.89,32.66,98.19,31
01/01/2006,MOLOACÁN-320,31,369.75,11.93,0.20,0.01,627.58,20.24,62.93,98.19,31
01/01/2006,MOLOACÁN-321,31,369.87,11.93,0.10,0.00,26.60,0.86,6.71,49.12,31
01/01/2006,MOLOACÁN-324,31,369.75,11.93,0.20,0.01,139.46,4.50,27.39,98.19,31
01/01/2006,MOLOACÁN-325,31,739.51,23.86,0.20,0.01,450.57,14.53,37.86,49.09,31
01/01/2006,MOLOACÁN-327,31,369.87,11.93,0.10,0.00,214.09,6.91,36.66,49.12,31
01/01/2006,MOLOACÁN-328,31,739.51,23.86,0.20,0.01,92.97,3.00,11.17,49.09,31
01/01/2006,MOLOACÁN-329,31,554.63,17.89,0.10,0.00,"1,464.36",47.24,72.53,32.73,31
01/01/2006,MOLOACÁN-330,31,184.88,5.96,0.10,0.00,255.68,8.25,58.04,98.19,31
01/01/2006,MOLOACÁN-337,31,369.75,11.93,0.10,0.00,0.00,0.00,0.00,49.09,31
01/01/2006,MOLOACÁN-339,31,369.87,11.93,0.14,0.00,625.07,20.16,62.82,66.44,31
01/01/2006,MOLOACÁN-340,31,184.88,5.96,0.10,0.00,139.46,4.50,43.00,98.19,31
01/01/2006,MOLOACÁN-342,31,189.67,6.12,0.11,0.00,182.97,5.90,49.10,101.81,31
01/01/2006,MOLOACÁN-344,31,369.75,11.93,0.20,0.01,14.41,0.46,3.75,98.19,31
01/01/2006,MOLOACÁN-345,31,184.88,5.96,0.10,0.00,171.16,5.52,48.07,98.19,31
01/01/2006,MOLOACÁN-346,31,645.55,20.82,0.20,0.01,728.16,23.49,53.01,56.28,31
01/01/2006,MOLOACÁN-350,31,230.25,7.43,0.13,0.00,0.00,0.00,0.00,101.94,19
01/01/2006,MOLOACÁN-351,31,184.88,5.96,0.10,0.00,13.35,0.43,6.74,98.19,31
01/01/2006,MOLOACÁN-352,31,369.75,11.93,0.20,0.01,104.60,3.37,22.05,98.19,31
01/01/2006,MOLOACÁN-355,31,739.51,23.86,0.20,0.01,684.63,22.08,48.07,49.09,31
01/01/2006,MOLOACÁN-357,31,369.75,11.93,0.20,0.01,26.71,0.86,6.74,98.19,31
01/01/2006,MOLOACÁN-359,31,554.63,17.89,0.10,0.00,69.73,2.25,11.17,32.73,31
01/01/2006,MOLOACÁN-362,31,173.41,5.59,0.10,0.00,26.64,0.86,13.32,98.39,29
01/01/2006,MOLOACÁN-367,31,189.67,6.12,0.11,0.00,0.00,0.00,0.00,101.81,31
01/01/2006,MOLOACÁN-370,31,369.75,11.93,0.20,0.01,15.17,0.49,3.94,98.19,31
01/01/2006,MOLOACÁN-375,31,185.88,6.00,0.10,0.00,112.39,3.63,37.68,98.40,31
01/01/2006,MOLOACÁN-376,31,179.59,5.79,0.20,0.01,247.43,7.98,57.94,196.69,30
01/01/2006,MOLOACÁN-387,31,337.96,10.90,0.31,0.01,261.18,8.43,43.59,164.30,31
01/01/2006,MOLOACÁN-388,31,369.75,11.93,0.20,0.01,104.60,3.37,22.05,98.19,31
01/01/2006,MOLOACÁN-395,31,369.75,11.93,0.10,0.00,278.93,9.00,43.00,49.09,31
01/01/2006,MOLOACÁN-396,31,554.63,17.89,0.31,0.01,337.93,10.90,37.86,98.19,31
01/01/2006,MOLOACÁN-4,31,189.67,6.12,0.11,0.00,95.84,3.09,33.57,101.81,31
01/01/2006,MOLOACÁN-406,31,369.75,11.93,0.10,0.00,104.60,3.37,22.05,49.09,31
01/01/2006,MOLOACÁN-408,31,178.71,5.76,0.10,0.00,134.30,4.33,42.91,98.23,30
01/01/2006,MOLOACÁN-414,31,189.67,6.12,0.11,0.00,100.47,3.24,34.63,101.81,31
01/01/2006,MOLOACÁN-416,31,379.34,12.24,0.22,0.01,49.69,1.60,11.58,101.81,31
01/01/2006,MOLOACÁN-421,31,184.88,5.96,0.10,0.00,11.01,0.36,5.62,98.19,31
01/01/2006,MOLOACÁN-431,31,184.70,5.96,0.21,0.01,505.73,16.31,73.25,203.45,30
01/01/2006,MOLOACÁN-432,31,369.75,11.93,0.10,0.00,73.83,2.38,16.64,49.09,31
01/01/2006,MOLOACÁN-435,31,369.75,11.93,0.10,0.00,22.02,0.71,5.62,49.09,31
01/01/2006,MOLOACÁN-437,31,184.88,5.96,0.10,0.00,52.30,1.69,22.05,98.19,31
01/01/2006,MOLOACÁN-440,31,189.67,6.12,0.22,0.01,95.84,3.09,33.57,203.61,31
01/01/2006,MOLOACÁN-442,31,758.68,24.47,0.33,0.01,196.35,6.33,20.56,76.36,31
01/01/2006,MOLOACÁN-454,31,379.34,12.24,0.22,0.01,298.17,9.62,44.01,101.81,31
01/01/2006,MOLOACÁN-459,31,369.75,11.93,0.20,0.01,139.46,4.50,27.39,98.19,31
01/01/2006,MOLOACÁN-462,31,569.01,18.36,0.54,0.02,670.88,21.64,54.11,169.68,31
01/01/2006,MOLOACÁN-466,31,369.75,11.93,0.10,0.00,46.49,1.50,11.17,49.09,31
01/01/2006,MOLOACÁN-468,31,184.88,5.96,0.10,0.00,89.65,2.89,32.66,98.19,31
01/01/2006,MOLOACÁN-472,31,184.88,5.96,0.10,0.00,89.65,2.89,32.66,98.19,31
01/01/2006,MOLOACÁN-474,31,184.88,5.96,0.10,0.00,13.35,0.43,6.74,98.19,31
01/01/2006,MOLOACÁN-475,31,184.88,5.96,0.10,0.00,52.30,1.69,22.05,98.19,31
01/01/2006,MOLOACÁN-483,31,379.34,12.24,0.33,0.01,298.17,9.62,44.01,152.71,31
01/01/2006,MOLOACÁN-485,31,189.67,6.12,0.11,0.00,149.08,4.81,44.01,101.81,31
01/01/2006,MOLOACÁN-5,31,528.12,17.04,0.21,0.01,32.81,1.06,5.85,69.90,31
01/01/2006,MOLOACÁN-503,31,372.41,12.01,0.11,0.00,42.98,1.39,10.35,50.82,31
01/01/2006,MOLOACÁN-511,31,375.45,12.11,0.21,0.01,848.52,27.37,69.33,101.89,31
01/01/2006,MOLOACÁN-513,31,555.46,17.92,0.21,0.01,278.04,8.97,33.36,68.14,31
01/01/2006,MOLOACÁN-514,31,189.67,6.12,0.11,0.00,95.84,3.09,33.57,101.81,31
01/01/2006,MOLOACÁN-518,31,379.34,12.24,0.11,0.00,298.17,9.62,44.01,50.90,31
01/01/2006,MOLOACÁN-524,31,165.90,5.35,0.09,0.00,243.03,7.84,59.43,101.68,27
01/01/2006,MOLOACÁN-589,31,183.93,5.93,0.11,0.00,38.01,1.23,17.13,101.71,30
01/01/2006,MOLOACÁN-617,31,542.41,17.50,0.20,0.01,261.69,8.44,32.54,65.89,31
01/01/2006,MOLOACÁN-620,31,196.62,6.34,0.11,0.00,24.51,0.79,11.08,98.28,31
01/01/2006,MOLOACÁN-624,31,554.63,17.89,0.20,0.01,137.76,4.44,19.90,65.46,31
01/01/2006,MOLOACÁN-625,31,184.88,5.96,0.10,0.00,89.65,2.89,32.66,98.19,31
01/01/2006,MOLOACÁN-626,31,369.75,11.93,0.10,0.00,104.60,3.37,22.05,49.09,31
01/01/2006,MOLOACÁN-628,31,369.75,11.93,0.10,0.00,162.71,5.25,30.56,49.09,31
01/01/2006,MOLOACÁN-633,31,124.47,4.02,0.07,0.00,34.90,1.13,21.90,98.56,21
01/01/2006,MOLOACÁN-637,31,589.94,19.03,0.08,0.00,359.54,11.60,37.87,24.52,25
01/01/2006,MOLOACÁN-638,31,184.88,5.96,0.20,0.01,209.19,6.75,53.09,196.38,31
01/01/2006,MOLOACÁN-640,31,369.75,11.93,0.20,0.01,179.31,5.78,32.66,98.19,31
01/01/2006,MOLOACÁN-641,31,178.70,5.76,0.10,0.00,86.31,2.78,32.57,98.30,30
01/01/2006,MOLOACÁN-646,31,184.88,5.96,0.10,0.00,11.01,0.36,5.62,98.19,31
01/01/2006,MOLOACÁN-648,31,363.70,11.73,0.20,0.01,102.29,3.30,21.95,98.26,31
01/01/2006,MOLOACÁN-667,31,184.88,5.96,0.10,0.00,36.92,1.19,16.64,98.19,31
01/01/2006,MOLOACÁN-680,31,483.71,15.60,0.27,0.01,28.00,0.90,5.47,98.17,31
01/01/2006,MOLOACÁN-683,31,554.63,17.89,0.31,0.01,866.66,27.96,60.98,98.19,31
01/01/2006,MOLOACÁN-689,31,269.47,8.69,0.15,0.00,53.28,1.72,16.51,98.70,23
01/01/2006,MOLOACÁN-690,31,184.88,5.96,0.10,0.00,488.12,15.75,72.53,98.19,31
01/01/2006,MOLOACÁN-694,31,184.88,5.96,0.10,0.00,313.79,10.12,62.93,98.19,31
01/01/2006,MOLOACÁN-699,31,184.88,5.96,0.10,0.00,81.35,2.62,30.56,98.19,31
01/01/2006,MOLOACÁN-701,31,369.75,11.93,0.20,0.01,104.60,3.37,22.05,98.19,31
01/01/2006,MOLOACÁN-713,31,369.75,11.93,0.20,0.01,30.53,0.98,7.63,98.19,31
01/01/2006,MOLOACÁN-801,31,352.08,11.36,0.21,0.01,623.46,20.11,63.91,104.84,31
01/01/2006,MOLOACÁN-802,31,528.12,17.04,0.41,0.01,762.01,24.58,59.06,139.79,31
01/01/2006,MOLOACÁN-803,31,176.04,5.68,0.21,0.01,623.46,20.11,77.98,209.69,31
01/01/2006,MOLOACÁN-804,31,176.04,5.68,0.10,0.00,170.04,5.49,49.13,104.84,31
01/01/2006,MOLOACÁN-806,31,176.04,5.68,0.10,0.00,207.82,6.70,54.14,104.84,31
01/01/2006,MOLOACÁN-812,31,352.08,11.36,0.41,0.01,340.07,10.97,49.13,209.69,31
01/01/2006,MOLOACÁN-816,31,138.63,4.47,0.13,0.00,367.36,11.85,72.60,172.34,8
01/01/2006,MOLOACÁN-822,31,444.30,14.33,0.26,0.01,779.22,25.14,63.69,104.56,30
01/01/2006,MOLOACÁN-823,31,176.04,5.68,0.10,0.00,484.92,15.64,73.37,104.84,31
01/01/2006,MOLOACÁN-842,31,704.17,22.72,0.41,0.01,554.19,17.88,44.04,104.84,31
01/01/2006,MOLOACÁN-856,31,138.63,4.47,0.05,0.00,52.48,1.69,27.46,68.94,8
01/01/2006,MOLOACÁN-857,31,189.67,6.12,0.11,0.00,39.46,1.27,17.22,101.81,31
01/01/2006,MOLOACÁN-861,31,176.04,5.68,0.10,0.00,623.46,20.11,77.98,104.84,31
01/01/2006,MOLOACÁN-863,31,352.08,11.36,0.31,0.01,277.10,8.94,44.04,157.27,31
01/01/2006,MOLOACÁN-891,31,189.67,6.12,0.11,0.00,14.27,0.46,7.00,101.81,31
01/01/2006,MOLOACÁN-893,31,379.34,12.24,0.33,0.01,240.83,7.77,38.83,152.71,31
01/01/2006,MOLOACÁN-979,31,12.58,0.41,0.01,0.00,4.19,0.14,25.00,100.00,1
01/02/2006,MOLOACÁN-1004,28,160.17,5.72,0.09,0.00,80.86,2.89,33.55,104.00,28
01/02/2006,MOLOACÁN-102D,28,178.34,6.37,0.10,0.00,126.32,4.51,41.46,100.64,28
01/02/2006,MOLOACÁN-112,28,356.68,12.74,0.10,0.00,42.11,1.50,10.56,50.32,28
01/02/2006,MOLOACÁN-121,28,178.34,6.37,0.10,0.00,25.84,0.92,12.65,100.64,28
01/02/2006,MOLOACÁN-1400,28,320.33,11.44,0.19,0.01,66.59,2.38,17.21,104.00,28
01/02/2006,MOLOACÁN-186,28,393.69,14.06,0.14,0.00,306.29,10.94,43.76,63.00,19
01/02/2006,MOLOACÁN-313,28,168.96,6.03,0.09,0.00,564.90,20.17,76.98,97.99,28
01/02/2006,MOLOACÁN-315,28,168.96,6.03,0.09,0.00,80.70,2.88,32.32,97.99,28
01/02/2006,MOLOACÁN-316,28,168.96,6.03,0.09,0.00,88.61,3.16,34.40,97.99,28
01/02/2006,MOLOACÁN-319,28,168.96,6.03,0.09,0.00,80.70,2.88,32.32,97.99,28
01/02/2006,MOLOACÁN-320,28,302.01,10.79,0.17,0.01,505.61,18.06,62.61,98.22,28
01/02/2006,MOLOACÁN-321,28,337.92,12.07,0.09,0.00,24.04,0.86,6.64,48.99,28
01/02/2006,MOLOACÁN-324,28,337.92,12.07,0.19,0.01,125.53,4.48,27.09,97.99,28
01/02/2006,MOLOACÁN-325,28,675.83,24.14,0.19,0.01,405.57,14.48,37.50,48.99,28
01/02/2006,MOLOACÁN-327,28,337.92,12.07,0.09,0.00,188.27,6.72,35.78,48.99,28
01/02/2006,MOLOACÁN-328,28,675.83,24.14,0.19,0.01,83.69,2.99,11.02,48.99,28
01/02/2006,MOLOACÁN-329,28,506.88,18.10,0.09,0.00,"1,318.10",47.07,72.23,32.66,28
01/02/2006,MOLOACÁN-330,28,168.96,6.03,0.09,0.00,230.14,8.22,57.67,97.99,28
01/02/2006,MOLOACÁN-337,28,337.92,12.07,0.09,0.00,0.00,0.00,0.00,48.99,28
01/02/2006,MOLOACÁN-339,28,302.01,10.79,0.09,0.00,505.61,18.06,62.61,55.06,28
01/02/2006,MOLOACÁN-340,28,168.96,6.03,0.09,0.00,125.53,4.48,42.63,97.99,28
01/02/2006,MOLOACÁN-342,28,178.34,6.37,0.10,0.00,155.03,5.54,46.50,100.64,28
01/02/2006,MOLOACÁN-344,28,337.92,12.07,0.19,0.01,12.97,0.46,3.70,97.99,28
01/02/2006,MOLOACÁN-345,28,168.96,6.03,0.09,0.00,154.06,5.50,47.69,97.99,28
01/02/2006,MOLOACÁN-346,28,506.88,18.10,0.19,0.01,564.90,20.17,52.71,65.32,28
01/02/2006,MOLOACÁN-350,28,356.68,12.74,0.20,0.01,0.00,0.00,0.00,100.64,28
01/02/2006,MOLOACÁN-351,28,168.96,6.03,0.09,0.00,12.02,0.43,6.64,97.99,28
01/02/2006,MOLOACÁN-352,28,307.28,10.97,0.17,0.01,85.68,3.06,21.80,98.19,28
01/02/2006,MOLOACÁN-355,28,675.83,24.14,0.19,0.01,616.25,22.01,47.69,48.99,28
01/02/2006,MOLOACÁN-357,28,337.92,12.07,0.19,0.01,24.04,0.86,6.64,97.99,28
01/02/2006,MOLOACÁN-359,28,506.88,18.10,0.09,0.00,62.77,2.24,11.02,32.66,28
01/02/2006,MOLOACÁN-362,28,168.96,6.03,0.09,0.00,25.68,0.92,13.19,97.99,28
01/02/2006,MOLOACÁN-367,28,178.34,6.37,0.10,0.00,0.00,0.00,0.00,100.64,28
01/02/2006,MOLOACÁN-370,28,337.92,12.07,0.19,0.01,13.66,0.49,3.89,97.99,28
01/02/2006,MOLOACÁN-375,28,168.96,6.03,0.09,0.00,101.39,3.62,37.50,97.99,28
01/02/2006,MOLOACÁN-376,28,168.96,6.03,0.19,0.01,230.14,8.22,57.67,195.97,28
01/02/2006,MOLOACÁN-387,28,356.68,12.74,0.30,0.01,252.64,9.02,41.46,150.96,28
01/02/2006,MOLOACÁN-388,28,337.92,12.07,0.19,0.01,94.15,3.36,21.79,97.99,28
01/02/2006,MOLOACÁN-395,28,337.92,12.07,0.09,0.00,251.07,8.97,42.63,48.99,28
01/02/2006,MOLOACÁN-396,28,506.88,18.10,0.28,0.01,304.18,10.86,37.50,97.99,28
01/02/2006,MOLOACÁN-4,28,178.34,6.37,0.10,0.00,81.21,2.90,31.29,100.64,28
01/02/2006,MOLOACÁN-406,28,337.92,12.07,0.09,0.00,94.15,3.36,21.79,48.99,28
01/02/2006,MOLOACÁN-408,28,168.96,6.03,0.09,0.00,125.53,4.48,42.63,97.99,28
01/02/2006,MOLOACÁN-414,28,178.34,6.37,0.10,0.00,85.13,3.04,32.31,100.64,28
01/02/2006,MOLOACÁN-416,28,356.68,12.74,0.20,0.01,42.11,1.50,10.56,100.64,28
01/02/2006,MOLOACÁN-421,28,168.96,6.03,0.09,0.00,9.91,0.35,5.54,97.99,28
01/02/2006,MOLOACÁN-431,28,164.88,5.89,0.19,0.01,407.73,14.56,71.21,201.40,25
01/02/2006,MOLOACÁN-432,28,337.92,12.07,0.09,0.00,66.46,2.37,16.43,48.99,28
01/02/2006,MOLOACÁN-435,28,337.92,12.07,0.09,0.00,19.82,0.71,5.54,48.99,28
01/02/2006,MOLOACÁN-437,28,168.96,6.03,0.09,0.00,47.07,1.68,21.79,97.99,28
01/02/2006,MOLOACÁN-440,28,178.34,6.37,0.20,0.01,81.21,2.90,31.29,201.28,28
01/02/2006,MOLOACÁN-442,28,713.36,25.48,0.30,0.01,166.37,5.94,18.91,75.48,28
01/02/2006,MOLOACÁN-454,28,356.68,12.74,0.20,0.01,252.64,9.02,41.46,100.64,28
01/02/2006,MOLOACÁN-459,28,337.92,12.07,0.19,0.01,125.53,4.48,27.09,97.99,28
01/02/2006,MOLOACÁN-462,28,535.02,19.11,0.50,0.02,568.45,20.30,51.51,167.73,28
01/02/2006,MOLOACÁN-466,28,337.92,12.07,0.09,0.00,41.84,1.49,11.02,48.99,28
01/02/2006,MOLOACÁN-468,28,168.96,6.03,0.09,0.00,80.70,2.88,32.32,97.99,28
01/02/2006,MOLOACÁN-472,28,168.96,6.03,0.09,0.00,80.70,2.88,32.32,97.99,28
01/02/2006,MOLOACÁN-474,28,168.96,6.03,0.09,0.00,12.02,0.43,6.64,97.99,28
01/02/2006,MOLOACÁN-475,28,168.96,6.03,0.09,0.00,47.07,1.68,21.79,97.99,28
01/02/2006,MOLOACÁN-483,28,356.68,12.74,0.30,0.01,252.64,9.02,41.46,150.96,28
01/02/2006,MOLOACÁN-485,28,178.34,6.37,0.10,0.00,126.32,4.51,41.46,100.64,28
01/02/2006,MOLOACÁN-5,28,480.50,17.16,0.19,0.01,29.79,1.06,5.84,69.33,28
01/02/2006,MOLOACÁN-503,28,356.68,12.74,0.10,0.00,37.48,1.34,9.51,50.32,28
01/02/2006,MOLOACÁN-511,28,217.59,7.77,0.12,0.00,452.60,16.16,67.53,100.73,28
01/02/2006,MOLOACÁN-513,28,535.02,19.11,0.20,0.01,243.62,8.70,31.29,67.09,28
