Fecha,Pozo,Dias,Qo mes (b),Qo prom. mes(bd),Qg mes (MMpc),Qg prom. mes (MMpcd),Qw mes (b),Qw prom. mes (bd),Fw (%),RGA (m3/m3),Días de Operación
01/04/1999,MOLOACÁN-589,30,169.10,5.64,0.37,0.01,667.12,22.24,79.78,388.96,30
01/04/1999,MOLOACÁN-613,30,125.76,4.19,0.06,0.00,3.80,0.13,2.93,81.22,30
01/04/1999,MOLOACÁN-617,30,"1,014.10",33.80,0.45,0.02,42.72,1.42,4.04,79.66,30
01/04/1999,MOLOACÁN-618,30,125.76,4.19,0.06,0.00,13.14,0.44,9.46,81.22,30
01/04/1999,MOLOACÁN-619,30,377.27,12.58,0.11,0.00,1.50,0.05,0.40,54.15,30
01/04/1999,MOLOACÁN-622,30,125.76,4.19,0.11,0.00,204.30,6.81,61.90,162.44,30
01/04/1999,MOLOACÁN-625,30,251.51,8.38,0.17,0.01,19.19,0.64,7.09,121.83,30
01/04/1999,MOLOACÁN-626,30,628.78,20.96,0.34,0.01,416.16,13.87,39.83,97.47,30
01/04/1999,MOLOACÁN-628,30,503.02,16.77,0.17,0.01,388.42,12.95,43.57,60.92,30
01/04/1999,MOLOACÁN-629,30,125.76,4.19,0.11,0.00,8.79,0.29,6.53,162.44,30
01/04/1999,MOLOACÁN-633,30,306.95,10.23,0.12,0.00,95.03,3.17,23.64,70.42,30
01/04/1999,MOLOACÁN-637,30,794.40,26.48,0.33,0.01,103.35,3.45,11.51,73.70,30
01/04/1999,MOLOACÁN-638,30,125.76,4.19,0.17,0.01,166.46,5.55,56.97,243.67,30
01/04/1999,MOLOACÁN-640,30,398.09,13.27,0.29,0.01,293.02,9.77,42.40,127.64,30
01/04/1999,MOLOACÁN-641,30,377.27,12.58,0.17,0.01,83.23,2.77,18.07,81.22,30
01/04/1999,MOLOACÁN-646,30,125.76,4.19,0.11,0.00,6.40,0.21,4.84,162.44,30
01/04/1999,MOLOACÁN-648,30,259.94,8.66,0.18,0.01,64.37,2.15,19.85,124.29,30
01/04/1999,MOLOACÁN-656,30,628.78,20.96,0.46,0.02,416.16,13.87,39.83,129.96,30
01/04/1999,MOLOACÁN-661,30,473.03,15.77,0.52,0.02,579.94,19.33,55.08,195.49,30
01/04/1999,MOLOACÁN-667,30,125.76,4.19,0.17,0.01,8.52,0.28,6.35,243.67,30
01/04/1999,MOLOACÁN-676,30,503.02,16.77,0.23,0.01,665.86,22.20,56.97,81.22,30
