fecha_produccion,Produccion_gasMMpc_t,prediction_gas,Qomes_b_t_q90,Qomes_b_t_q10,prediccion_q90,prediccion_q10,residuo
2013-10-01,0.21351851851851855,0.19806385534334492,0.42000000000000004,0.096,0.4013373584075851,0.10332020553359678,0.015454663175173633
2013-11-01,0.2109090909090909,0.2130103512507513,0.44400000000000006,0.068,0.42784004884248195,0.07256780162406234,-0.002101260341660388
2013-12-01,0.22240740740740741,0.2234452679485299,0.464,0.1,0.4623814103759426,0.10141011014386347,-0.0010378605411224817
2014-01-01,0.2075,0.20715656573164065,0.43699999999999994,0.101,0.43793519992590274,0.10657014997416467,0.0003434342683593383
2014-02-01,0.20615384615384613,0.20804553609688053,0.4169999999999999,0.06,0.3885886840450091,0.06495961737253445,-0.0018916899430344025
2014-03-01,0.25830188679245286,0.24956186394036997,0.528,0.07,0.5227804141044141,0.07056881587540173,0.00874002285208289
2014-04-01,0.28,0.25725320853313105,0.5110000000000001,0.07,0.4654569698596395,0.07023123056078495,0.022746791466868976
2014-05-01,0.2850000000000001,0.29065171287886776,0.5109999999999999,0.08,0.5114646788033121,0.0802546706588328,-0.005651712878867676
2014-06-01,0.2867924528301887,0.28600448141444673,0.4980000000000005,0.08,0.49786588131790677,0.07969573544713628,0.0007879714157419948
2014-07-01,0.2696153846153846,0.26432460566694277,0.46199999999999986,0.09,0.39913332989640266,0.08983371072602499,0.005290778948441821
