NOMBRE_DEL_POZO,CIMA_(md),BASE_(md),NIVEL_DE_REFERENCIA,POROSIDAD_(%),VOLUMEN_DE_ARCILLA_(%),SATURACION_DE_AGUA_(%),FORMACION_GEOLOGICA,COMENTARIOS,
MOLOACAN-720,547,553,MR,29,SIN INFORMACION,34,ENCANTO,OPERO POR B.M. ACEITE VISCOSO CON BAJA RECUPERACION, 
MOLOACAN-720,752,755,MR,27,SIN INFORMACION,26,ENCANTO,PRODUCTOR DE ACEITE LIMPIO POR BOMBEO MECANICO, 
MOLOACAN-722,456,462,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,PRODUCTOR DE ACEITE LIMPIO POR BOMBEO MECANICO, 
MOLOACAN-801,740,751,MR,21,SIN INFORMACION,27,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE, 
MOLOACAN-801,785,789,MR,19,SIN INFORMACION,19,ENCANTO,PRODUCTOR DE ACEITE CON ALTO RGA,
MOLOACAN-801,793,797,MR,12,SIN INFORMACION,46,ENCANTO,PRODUCTOR DE ACEITE CON ALTO RGA,
MOLOACAN-801,803,805,MR,15,SIN INFORMACION,25,ENCANTO,AGUA SALADA,
MOLOACAN-802,764,770,MR,16,SIN INFORMACION,35,ENCANTO,"PRODUCTOR DE ACEITE, 50% DE AGUA",
MOLOACAN-802,795,802,MR,17,SIN INFORMACION,16,ENCANTO,"PRODUCTOR DE ACEITE, 50% DE AGUA",
MOLOACAN-802,803,811,MR,16,SIN INFORMACION,16,ENCANTO,"PRODUCTOR DE ACEITE, 50% DE AGUA",
MOLOACAN-802,819,824,MR,11,SIN INFORMACION,35,ENCANTO,APORTO GAS,
MOLOACAN-802,838,842,MR,11,SIN INFORMACION,39,ENCANTO,FLUYENTE DE ACEITE,
MOLOACAN-802,847,855,MR,10,SIN INFORMACION,49,ENCANTO,FLUYENTE DE ACEITE,
MOLOACAN-803,714,733,MR,23,SIN INFORMACION,24,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-803,755,759,MR,14,SIN INFORMACION,35,ENCANTO,DESALOJANDO ACEITE POR BOMBEO NEUMATICO, 
MOLOACAN-803,764,779,MR,15,SIN INFORMACION,42,ENCANTO,DESALOJANDO ACEITE POR BOMBEO NEUMATICO, 
MOLOACAN-804,774,778,MR,21,SIN INFORMACION,19,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE, 
MOLOACAN-804,833,845,MR,21,SIN INFORMACION,28,ENCANTO,BAJA RECUPERACION,
MOLOACAN-804,848,849,MR,21,SIN INFORMACION,37,ENCANTO,BAJA RECUPERACION,
MOLOACAN-804,876,881,MR,11,SIN INFORMACION,60,ENCANTO,INTERVALO PRODUCTOR,
MOLOACAN-804,889,891,MR,11,SIN INFORMACION,52,ENCANTO,INTERVALO PRODUCTOR,
MOLOACAN-806,804,808,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,OPERO POR B.N.,
MOLOACAN-806,907,911,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,OBSERVO POZO DESALOJAR ACEITE,
MOLOACAN-806,917,922,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,OBSERVO POZO DESALOJAR ACEITE,
MOLOACAN-807,594,597,MR,8,SIN INFORMACION,9,ENCANTO,BAJA RECUPERACION,
MOLOACAN-807,746,750,MR,14,SIN INFORMACION,45,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE Y GAS, 
MOLOACAN-807,757,766,MR,19,SIN INFORMACION,13,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE Y GAS, 
MOLOACAN-811,661,668,MR,9,SIN INFORMACION,44,ENCANTO,"INTERVALO CON PRODUCCION DE ACEITE, 50% AGUA", 
MOLOACAN-812,746,756,MR,23,SIN INFORMACION,15,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-812,780,785,MR,9,SIN INFORMACION,55,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE, 
MOLOACAN-812,791,797,MR,16,SIN INFORMACION,18,ENCANTO,NO ACUMULO,
MOLOACAN-813,694,697,MR,SIN INFORMACION,SIN INFORMACION,18,ENCANTO,PRODUCTOR CON BOMBEO NEUMATICO,
MOLOACAN-813,720,729,MR,SIN INFORMACION,SIN INFORMACION,30,ENCANTO,NO APORTO,
MOLOACAN-816,817,827,MR,23,SIN INFORMACION,23,ENCANTO,INTERVALO PRODUCTOR DE ACEITE CON BOMBEO NEUMATICO, 
MOLOACAN-816,857,862,MR,19,SIN INFORMACION,40,ENCANTO,INTERVALO PRODUCTOR DE ACEITE CON BOMBEO NEUMATICO, 
MOLOACAN-816,868,872,MR,19,SIN INFORMACION,40,ENCANTO,INTERVALO PRODUCTOR DE ACEITE CON BOMBEO NEUMATICO, 
MOLOACAN-821,740,742,MR,17,SIN INFORMACION,30,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE, 
MOLOACAN-821,803,823,MR,19,SIN INFORMACION,28,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-821,861,874,MR,22,SIN INFORMACION,29,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-821,875,879,MR,21,SIN INFORMACION,38,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-822,736,738,MR,9,SIN INFORMACION,57,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-822,763,772,MR,17,SIN INFORMACION,26,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-822,828,838,MR,18,SIN INFORMACION,21,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-822,872,877,MR,11,SIN INFORMACION,42,ENCANTO,"BOCA DE PESCADO A 840 M, TXM A 839 M",
MOLOACAN-822,885,895,MR,12,SIN INFORMACION,44,ENCANTO,"BOCA DE PESCADO A 840 M, TXM A 839 M",
MOLOACAN-823,694,697,MR,31,SIN INFORMACION,21,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-823,749,769,MR,30,SIN INFORMACION,21,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-823,774,776,MR,28,SIN INFORMACION,21,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-823,793,797,MR,35,SIN INFORMACION,20,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-823,804,809,MR,17,SIN INFORMACION,25,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-826,846,849,MR,21,SIN INFORMACION,41,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-826,953,958,MR,24,SIN INFORMACION,35,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-826,966,972,MR,26,SIN INFORMACION,40,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-831,589,591,MR,13,SIN INFORMACION,45,ENCANTO,OBSERVO DESALOJANDO 80% GAS Y 20% ACEITE A LA BATERIA, 
MOLOACAN-831,616,620,MR,11,SIN INFORMACION,58,ENCANTO,OBSERVO DESALOJANDO 80% GAS Y 20% ACEITE A LA BATERIA, 
MOLOACAN-831,649,659,MR,13,SIN INFORMACION,36,ENCANTO,PRODUCTOR DE ACEITE Y POCO GAS,
MOLOACAN-831,685,689,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,DESALOJO ACEITE Y POCO GAS,
MOLOACAN-831,695,700,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,DESALOJO ACEITE Y POCO GAS,
MOLOACAN-832,659,662,MR,17,SIN INFORMACION,42,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-832,700,702,MR,24,SIN INFORMACION,43,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-832,712,725,MR,24,SIN INFORMACION,46,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-832,740,743,MR,20,SIN INFORMACION,48,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-832,750,755,MR,20,SIN INFORMACION,37,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-834,733,743,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO NEUMATICO, 
MOLOACAN-834,770,778,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO NEUMATICO, 
MOLOACAN-836,735,740,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,SIN DATOS DE PRODUCCION,
MOLOACAN-836,787,796,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,BAJA RECUPERACION,
MOLOACAN-836,822,827,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,INTERVALO PRODUCTOR,
MOLOACAN-836,831,836,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,INTERVALO PRODUCTOR,
MOLOACAN-842,910,912,MR,26,SIN INFORMACION,35,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-842,930,935,MR,17,SIN INFORMACION,35,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-842,943,947,MR,18,SIN INFORMACION,35,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-842,950,953,MR,22,SIN INFORMACION,35,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-844,937,939,MR,25,SIN INFORMACION,37,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-844,958,963,MR,20,SIN INFORMACION,24,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE, 
MOLOACAN-844,970,974,MR,12,SIN INFORMACION,40,ENCANTO,OBSERVA POZO DESALOJANDO ACEITE Y POCO GAS, 
MOLOACAN-844,979,981,MR,15,SIN INFORMACION,50,ENCANTO,OBSERVA POZO DESALOJANDO ACEITE Y POCO GAS, 
MOLOACAN-845,780,803,MR,23,SIN INFORMACION,16,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE / OP POR B.N., 
MOLOACAN-851,628,634,MR,13,SIN INFORMACION,29,ENCANTO,DESALOJO ACEITE A LA BATERIA / INTERVALO CON PRODUCCION, 
MOLOACAN-851,657,662,MR,11,SIN INFORMACION,41,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO NEUMATICO, 
MOLOACAN-851,668,673,MR,11,SIN INFORMACION,27,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO NEUMATICO, 
MOLOACAN-856,686,689,MR,21,SIN INFORMACION,27,ENCANTO,"INTERVALO CON PRODUCCION DE ACEITE, 25 % AGUA", 
MOLOACAN-856,705,708,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,"INTERVALO CON PRODUCCION DE ACEITE, 25 % AGUA", 
MOLOACAN-856,713,722,MR,17,SIN INFORMACION,70,ENCANTO,"INTERVALO CON PRODUCCION DE ACEITE, 25 % AGUA", 
MOLOACAN-856,745,750,MR,24,SIN INFORMACION,28,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-856,780,785,MR,19,SIN INFORMACION,15,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-856,790,793,MR,21,SIN INFORMACION,23,ENCANTO,OB. POZO DESALOJANDO ACEITE,
MOLOACAN-857,590,594,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-857,682,686,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-857,690,694,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-861,954,959,MR,21,SIN INFORMACION,26,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-861,970,976,MR,20,SIN INFORMACION,19,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-861,1443,1460,MR,16,SIN INFORMACION,25,ENCANTO,SIN OBTENER RECUPERACION,
MOLOACAN-862,973,979,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,PRODUCTOR DE ACEITE FLUYENTE,
MOLOACAN-862,987,991,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,PRODUCTOR DE ACEITE FLUYENTE,
MOLOACAN-862,999,1001,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,PRODUCTOR DE ACEITE FLUYENTE,
MOLOACAN-863,794,796,MR,15,SIN INFORMACION,48,ENCANTO,SIN DATOS DE PRODUCCION,
MOLOACAN-863,914,919,MR,14,SIN INFORMACION,60,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-863,927,939,MR,12,SIN INFORMACION,56,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-863,945,950,MR,17,SIN INFORMACION,50,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-865,771,774,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,SIN DATOS DE PRODUCCION,
MOLOACAN-865,841,867,MR,14,SIN INFORMACION,28,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-865,898,900,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-865,911,922,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-865,926,931,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-891,512,528,MR,12,SIN INFORMACION,50,ENCANTO,OBSERVA POZO POR B.M. SATISFACTORIAMENTE, 
MOLOACAN-891,585,589,MR,11,SIN INFORMACION,37,ENCANTO,PRODUCTOR DE ACEITE SENCILLO FLUYENTE,
MOLOACAN-891,589,592,MR,11,SIN INFORMACION,37,ENCANTO,PRODUCTOR DE ACEITE SENCILLO FLUYENTE,
MOLOACAN-893,509,511,MR,13,SIN INFORMACION,47,ENCANTO,PRODUCTOR DE GAS Y ACEITE,
MOLOACAN-893,528,533,MR,15,SIN INFORMACION,51,ENCANTO,PRODUCTOR DE GAS Y ACEITE,
MOLOACAN-893,540,547,MR,23,SIN INFORMACION,35,ENCANTO,PRODUCTOR DE GAS Y ACEITE,
MOLOACAN-893,575,579,MR,10,SIN INFORMACION,51,ENCANTO,PRODUCTOR DE GAS Y ACEITE,
MOLOACAN-893,584,589,MR,21,SIN INFORMACION,44,ENCANTO,PRODUCTOR DE GAS Y ACEITE,
MOLOACAN-893,723,730,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,AISLADO,
MOLOACAN-895,566,570,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,CERRADO POR ALTA RGA Y BR,
MOLOACAN-895,575,583,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,CERRADO POR ALTA RGA Y BR,
MOLOACAN-979,789,799,MR,26,SIN INFORMACION,27,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-994,1322,1326,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-1400,811,813,MR,20,SIN INFORMACION,42,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-1400,871,878,MR,25,SIN INFORMACION,37,ENCANTO,SIN DATOS DE PRODUCCION,
MOLOACAN-1400,912,917,MR,19,SIN INFORMACION,40,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-1400,928,937,MR,20,SIN INFORMACION,42,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
